2019-01-18T11:05:32.940152,SMTP_HELO_RCPT_TO_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:05:32.940152,SMTP_RCPT_TO_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:05:32.940152,DNS_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:05:32.940152,SMTP_MAIL_FROM_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:05:32.940152,HTTP_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:18:14.925545,DNS_WRONG_ANSWER,8.8.8.8,3,*,UDP_ROUTE_INDEPENDENT,TCP_ROUTE_INDEPENDENT
2019-01-18T11:18:14.925545,SMTP_HELO_RCPT_TO_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:18:14.925545,SMTP_RCPT_TO_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:18:14.925545,DNS_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:18:14.925545,SMTP_MAIL_FROM_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T11:18:14.925545,HTTP_TCP_RST,8.8.8.8,7,*,UDP_ROUTE_UNKNOWN,TCP_ROUTE_UNKNOWN
2019-01-18T15:30:36.919136,DNS_WRONG_ANSWER,74.125.31.139,3,*,UDP_ROUTE_INDEPENDENT,TCP_ROUTE_INDEPENDENT
